id,query,success,error
163,"-- meta {""num_joins"":2,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select results_1.points, results_1.grid, results_1.fastestlap, constructor_results_1.date , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_results as constructor_results_1 inner join results as results_1 on (constructor_results_1.constructorresultsid = results_1.resultid ) inner join qualifying as qualifying_1 on (results_1.resultid = qualifying_1.qualifyid ) where constructor_results_1.constructorresultsid is not NULL limit 19;",YES,""
164,"-- meta {""num_joins"":0,""num_aggregates"":3,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select standings_1.driverid, standings_1.points, standings_1.raceid, standings_1.position, standings_1.wins, standings_1.date, max( standings_1.points), count(*) , provsql.sr_why(provsql.provenance(), 'provmap') from standings as standings_1 where standings_1.date is not NULL group by standings_1.date, standings_1.driverid, standings_1.points, standings_1.position, standings_1.raceid, standings_1.wins limit 33) UNION (select circuits_1.circuitid, sum( circuits_1.circuitid), circuits_1.circuitid, circuits_1.circuitid, circuits_1.circuitid, count( circuits_1.location), max( circuits_1.lat), count(*) , provsql.sr_why(provsql.provenance(), 'provmap') from circuits as circuits_1 where circuits_1.lng = circuits_1.alt group by circuits_1.alt, circuits_1.circuitid, circuits_1.circuitref, circuits_1.country, circuits_1.lat limit 23);",NO,"ERREUR:  les UNION types timestamp without time zone et bigint ne peuvent pas correspondre LIGNE 24 : count(            ^"
165,"-- meta {""num_joins"":1,""num_aggregates"":1,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select drivers_1.code , provsql.sr_why(provsql.provenance(), 'provmap') from drivers as drivers_1 inner join constructor_standings as constructor_standings_1 on (drivers_1.driverid = constructor_standings_1.constructorstandingsid ) where drivers_1.dob < constructor_standings_1.date limit 14) UNION (select circuits_1.location , provsql.sr_why(provsql.provenance(), 'provmap') from circuits as circuits_1 where circuits_1.circuitref <= circuits_1.name group by circuits_1.alt, circuits_1.circuitid, circuits_1.lng limit 29);",YES,""
166,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select standings_1.driverstandingsid, standings_1.raceid, standings_1.wins , provsql.sr_why(provsql.provenance(), 'provmap') from standings as standings_1 where standings_1.date is not NULL limit 5;",YES,""
167,"-- meta {""num_joins"":0,""num_aggregates"":1,""has_union"":false,""has_intersect"":true,""has_negation"":false} (select results_1.constructorid, results_1.laps, results_1.position, max( results_1.raceid) , provsql.sr_why(provsql.provenance(), 'provmap') from results as results_1 where results_1.laps is not NULL group by results_1.constructorid, results_1.laps, results_1.position limit 3) INTERSECT (select constructor_results_1.raceid, avg( constructor_results_1.points), constructor_results_1.points, max( constructor_results_1.constructorid) , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_results as constructor_results_1 where constructor_results_1.raceid is not NULL limit 17);",NO,"ERREUR:  la colonne « constructor_results_1.raceid » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 14 : constructor_results_1.raceid,            ^"
168,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":true,""has_negation"":false} (select constructors_1.constructorid, constructors_1.nationality, constructors_1.constructorref , provsql.sr_why(provsql.provenance(), 'provmap') from constructors as constructors_1 where constructors_1.constructorid is not NULL limit 39) INTERSECT (select avg( results_1.statusid), min( results_1.date), min( results_1.date) , provsql.sr_why(provsql.provenance(), 'provmap') from results as results_1 where results_1.number is not NULL limit 36);",NO,"ERREUR:  les INTERSECT types text et timestamp without time zone ne peuvent pas correspondre LIGNE 13 : min(            ^"
169,"-- meta {""num_joins"":2,""num_aggregates"":3,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select circuits_1.name, drivers_1.driverref, min( circuits_1.circuitid), constructors_1.name, drivers_1.dob , provsql.sr_why(provsql.provenance(), 'provmap') from constructors as constructors_1 inner join drivers as drivers_1 inner join circuits as circuits_1 on (drivers_1.driverid = circuits_1.circuitid ) on (constructors_1.constructorid = circuits_1.circuitid ) where constructors_1.constructorref is not NULL group by circuits_1.name, constructors_1.name, drivers_1.dob, drivers_1.driverref limit 25) UNION (select drivers_2.forename, drivers_2.code, count( drivers_2.surname), drivers_2.driverref, drivers_2.dob , provsql.sr_why(provsql.provenance(), 'provmap') from drivers as drivers_2 where drivers_2.dob is not NULL group by drivers_2.code, drivers_2.dob, drivers_2.driverid, drivers_2.driverref, drivers_2.forename limit 4);",NO,"ERREUR:  UNION/INTERSECT/EXCEPT n'a pas pu convertir le type provsql.agg_token en bigint"
170,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select drivers_1.nationality , provsql.sr_why(provsql.provenance(), 'provmap') from drivers as drivers_1 where drivers_1.surname is not NULL limit 22;",YES,""
171,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":true,""has_negation"":false} (select races_1.date, races_1.round , provsql.sr_why(provsql.provenance(), 'provmap') from races as races_1 where races_1.year is not NULL limit 17) INTERSECT (select constructor_results_1.date, drivers_1.driverid , provsql.sr_why(provsql.provenance(), 'provmap') from drivers as drivers_1 inner join constructor_results as constructor_results_1 on (drivers_1.driverid = constructor_results_1.constructorresultsid ) where constructor_results_1.points is not NULL limit 13);",NO,"ERREUR:  Set operations other than UNION and EXCEPT not supported by provsql"
172,"-- meta {""num_joins"":0,""num_aggregates"":1,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select count( standings_1.wins), standings_1.points , provsql.sr_why(provsql.provenance(), 'provmap') from standings as standings_1 where standings_1.date is not NULL group by standings_1.points limit 33) UNION (select max( results_1.constructorid), avg( results_1.points) , provsql.sr_why(provsql.provenance(), 'provmap') from results as results_1 where results_1.number <= results_1.position limit 24);",NO,"ERREUR:  UNION/INTERSECT/EXCEPT n'a pas pu convertir le type provsql.agg_token en bigint"
173,"-- meta {""num_joins"":0,""num_aggregates"":3,""has_union"":false,""has_intersect"":false,""has_negation"":false} select standings_1.points, standings_1.date, standings_1.driverid, standings_1.position, min( standings_1.points), standings_1.raceid, min( standings_1.date), standings_1.wins, standings_1.driverstandingsid, min( standings_1.points) , provsql.sr_why(provsql.provenance(), 'provmap') from standings as standings_1 where standings_1.date <= standings_1.date group by standings_1.date, standings_1.driverid, standings_1.driverstandingsid, standings_1.points, standings_1.position, standings_1.raceid, standings_1.wins limit 36;",YES,""
174,"-- meta {""num_joins"":0,""num_aggregates"":3,""has_union"":false,""has_intersect"":false,""has_negation"":false} select results_1.positionorder, results_1.milliseconds, results_1.rank, results_1.grid, results_1.fastestlap, sum( results_1.raceid), results_1.position, results_1.points, min( results_1.rank), avg( results_1.positionorder) , provsql.sr_why(provsql.provenance(), 'provmap') from results as results_1 where results_1.raceid is not NULL group by results_1.fastestlap, results_1.grid, results_1.milliseconds, results_1.points, results_1.position, results_1.positionorder, results_1.rank limit 37;",YES,""
175,"-- meta {""num_joins"":0,""num_aggregates"":1,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select constructor_results_1.points, constructor_results_1.raceid, constructor_results_1.date , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_results as constructor_results_1 where constructor_results_1.raceid is not NULL limit 38) EXCEPT (select results_1.points, min( results_1.points), min( results_1.date) , provsql.sr_why(provsql.provenance(), 'provmap') from results as results_1 where results_1.constructorid > results_1.driverid group by results_1.grid limit 23);",NO,"ERREUR:  la colonne « results_1.points » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 11 : results_1.points,            ^"
176,"-- meta {""num_joins"":0,""num_aggregates"":2,""has_union"":false,""has_intersect"":true,""has_negation"":false} (select races_1.raceid, count( races_1.round) , provsql.sr_why(provsql.provenance(), 'provmap') from races as races_1 where races_1.time is not NULL group by races_1.raceid limit 24) INTERSECT (select avg( standings_1.raceid), max( standings_1.raceid) , provsql.sr_why(provsql.provenance(), 'provmap') from standings as standings_1 where standings_1.position is not NULL group by standings_1.driverstandingsid limit 22);",NO,"ERREUR:  Set operations other than UNION and EXCEPT not supported by provsql"
177,"-- meta {""num_joins"":1,""num_aggregates"":4,""has_union"":false,""has_intersect"":true,""has_negation"":false} (select circuits_1.country, constructors_1.constructorid, circuits_1.circuitid, sum( circuits_1.circuitid), circuits_1.lng , provsql.sr_why(provsql.provenance(), 'provmap') from constructors as constructors_1 inner join circuits as circuits_1 on (constructors_1.constructorid = circuits_1.circuitid ) where constructors_1.name is not NULL group by circuits_1.circuitid, circuits_1.country, circuits_1.lng, constructors_1.constructorid limit 41) INTERSECT (select circuits_2.name, avg( circuits_2.circuitid), count( circuits_2.lng), sum( circuits_2.circuitid), min( circuits_2.lat) , provsql.sr_why(provsql.provenance(), 'provmap') from circuits as circuits_2 where circuits_2.lng < circuits_2.alt group by circuits_2.alt, circuits_2.circuitid, circuits_2.circuitref, circuits_2.country, circuits_2.lat, circuits_2.lng, circuits_2.location, circuits_2.name limit 28);",NO,"ERREUR:  Set operations other than UNION and EXCEPT not supported by provsql"
178,"-- meta {""num_joins"":1,""num_aggregates"":6,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select races_1.year, min( races_1.date), races_1.round, races_1.name, races_1.circuitid, max( races_1.date), races_1.raceid, races_1.time, min( races_1.date), max( races_1.date) , provsql.sr_why(provsql.provenance(), 'provmap') from races as races_1 where races_1.name is not NULL group by races_1.circuitid, races_1.name, races_1.raceid, races_1.round, races_1.time, races_1.year limit 5) EXCEPT (select races_2.year, max( races_2.date), races_2.round, avg( constructor_results_1.points), constructor_results_1.constructorid, min( constructor_results_1.date), races_2.round, races_2.name, max( races_2.date), min( constructor_results_1.date) , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_results as constructor_results_1 inner join races as races_2 on (constructor_results_1.constructorresultsid = races_2.raceid ) where constructor_results_1.points > constructor_results_1.points group by constructor_results_1.constructorid, constructor_results_1.constructorresultsid, constructor_results_1.date, constructor_results_1.points, constructor_results_1.raceid, races_2.circuitid, races_2.date, races_2.time, races_2.year limit 8);",NO,"ERREUR:  la colonne « races_2.round » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 26 : races_2.round,            ^"
179,"-- meta {""num_joins"":1,""num_aggregates"":1,""has_union"":false,""has_intersect"":true,""has_negation"":false} (select races_1.year, races_1.circuitid, min( races_1.date), races_1.time , provsql.sr_why(provsql.provenance(), 'provmap') from races as races_1 where races_1.time is not NULL group by races_1.circuitid, races_1.time, races_1.year limit 33) INTERSECT (select min( constructor_standings_1.date), constructor_standings_1.wins, min( constructor_standings_1.date), min( constructor_results_1.constructorresultsid) , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_results as constructor_results_1 inner join constructor_standings as constructor_standings_1 on (constructor_results_1.constructorresultsid = constructor_standings_1.constructorstandingsid ) where constructor_results_1.points is not NULL limit 21);",NO,"ERREUR:  la colonne « constructor_standings_1.wins » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 16 : constructor_standings_1.wins,            ^"
180,"-- meta {""num_joins"":1,""num_aggregates"":6,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select max( drivers_1.dob), drivers_1.nationality , provsql.sr_why(provsql.provenance(), 'provmap') from drivers as drivers_1 where drivers_1.driverid is not NULL group by drivers_1.nationality limit 21) UNION (select max( standings_1.date), circuits_1.circuitref , provsql.sr_why(provsql.provenance(), 'provmap') from circuits as circuits_1 inner join standings as standings_1 on (circuits_1.circuitid = standings_1.driverstandingsid ) where standings_1.position is not NULL group by circuits_1.alt, circuits_1.lng, circuits_1.location, circuits_1.name, standings_1.driverid, standings_1.driverstandingsid, standings_1.raceid limit 27);",NO,"ERREUR:  la colonne « circuits_1.circuitref » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 14 : circuits_1.circuitref            ^"
181,"-- meta {""num_joins"":1,""num_aggregates"":2,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select count(*) , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_results as constructor_results_1 inner join constructors as constructors_1 on (constructor_results_1.constructorresultsid = constructors_1.constructorid ) where constructors_1.nationality is not NULL limit 33) UNION (select min( constructor_results_2.constructorid) , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_results as constructor_results_2 where constructor_results_2.constructorresultsid is not NULL group by constructor_results_2.constructorid, constructor_results_2.constructorresultsid, constructor_results_2.points, constructor_results_2.raceid limit 26);",NO,"ERREUR:  UNION/INTERSECT/EXCEPT n'a pas pu convertir le type provsql.agg_token en bigint"
182,"-- meta {""num_joins"":5,""num_aggregates"":1,""has_union"":false,""has_intersect"":true,""has_negation"":false} (select drivers_1.code, races_1.year, circuits_1.circuitref, constructor_standings_1.constructorid, drivers_1.driverid , provsql.sr_why(provsql.provenance(), 'provmap') from circuits as circuits_1 inner join drivers as drivers_1 on (circuits_1.circuitid = drivers_1.driverid ) inner join races as races_1 inner join qualifying as qualifying_1 inner join drivers as drivers_2 on (qualifying_1.qualifyid = drivers_2.driverid ) inner join constructor_standings as constructor_standings_1 on (drivers_2.driverid = constructor_standings_1.constructorstandingsid ) on (races_1.raceid = drivers_2.driverid ) on (circuits_1.circuitid = races_1.raceid ) where circuits_1.alt <= circuits_1.lng limit 12) INTERSECT (select max( constructor_results_1.constructorid), constructor_results_1.constructorresultsid, sum( constructor_results_1.points), constructor_results_1.constructorresultsid, constructor_results_1.constructorid , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_results as constructor_results_1 where constructor_results_1.date is not NULL group by constructor_results_1.constructorresultsid, constructor_results_1.date limit 19);",NO,"ERREUR:  les INTERSECT types text et bigint ne peuvent pas correspondre LIGNE 23 : max(            ^"
183,"-- meta {""num_joins"":1,""num_aggregates"":1,""has_union"":false,""has_intersect"":true,""has_negation"":false} (select sum( circuits_1.alt) , provsql.sr_why(provsql.provenance(), 'provmap') from circuits as circuits_1 where circuits_1.lat is not NULL limit 17) INTERSECT (select avg( constructor_standings_1.points) , provsql.sr_why(provsql.provenance(), 'provmap') from standings as standings_1 inner join constructor_standings as constructor_standings_1 on (standings_1.driverstandingsid = constructor_standings_1.constructorstandingsid ) where constructor_standings_1.points >= standings_1.points limit 8);",NO,"ERREUR:  Set operations other than UNION and EXCEPT not supported by provsql"
184,"-- meta {""num_joins"":0,""num_aggregates"":1,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select constructor_standings_1.wins, constructor_standings_1.points, constructor_standings_1.raceid, constructor_standings_1.date, min( constructor_standings_1.points), constructor_standings_1.constructorid , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_standings as constructor_standings_1 where constructor_standings_1.wins is not NULL group by constructor_standings_1.constructorid, constructor_standings_1.date, constructor_standings_1.points, constructor_standings_1.raceid, constructor_standings_1.wins limit 16) UNION (select constructor_results_1.constructorresultsid, constructor_results_1.points, constructor_results_1.constructorresultsid, constructor_results_1.date, min( constructor_results_1.points), constructor_results_1.constructorid , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_results as constructor_results_1 where constructor_results_1.constructorresultsid > constructor_results_1.constructorid limit 9);",NO,"ERREUR:  la colonne « constructor_results_1.constructorresultsid » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 16 : constructor_results_1.constructorresultsid,            ^"
185,"-- meta {""num_joins"":3,""num_aggregates"":1,""has_union"":false,""has_intersect"":false,""has_negation"":false} select count(*) , provsql.sr_why(provsql.provenance(), 'provmap') from results as results_1 inner join races as races_1 inner join circuits as circuits_1 inner join results as results_2 on (circuits_1.circuitid = results_2.resultid ) on (races_1.raceid = results_2.resultid ) on (results_1.resultid = races_1.raceid ) where circuits_1.lng is not NULL limit 2;",YES,""
186,"-- meta {""num_joins"":3,""num_aggregates"":1,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select constructors_1.constructorref, constructors_1.name, constructors_1.nationality, qualifying_1.constructorid, constructors_1.constructorid , provsql.sr_why(provsql.provenance(), 'provmap') from constructors as constructors_1 inner join qualifying as qualifying_1 on (constructors_1.constructorid = qualifying_1.qualifyid ) where qualifying_1.position is not NULL limit 38) EXCEPT (select races_1.time, constructors_2.constructorref, circuits_1.circuitref, constructors_2.constructorid, races_1.raceid , provsql.sr_why(provsql.provenance(), 'provmap') from constructors as constructors_2 inner join circuits as circuits_1 inner join races as races_1 on (circuits_1.circuitid = races_1.raceid ) on (constructors_2.constructorid = races_1.raceid ) where races_1.date >= races_1.date limit 5);",YES,""
187,"-- meta {""num_joins"":3,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select standings_1.points, standings_1.driverstandingsid , provsql.sr_why(provsql.provenance(), 'provmap') from standings as standings_1 inner join constructor_results as constructor_results_1 inner join circuits as circuits_1 on (constructor_results_1.constructorresultsid = circuits_1.circuitid ) inner join constructor_results as constructor_results_2 on (circuits_1.circuitid = constructor_results_2.constructorresultsid ) on (standings_1.driverstandingsid = circuits_1.circuitid ) where constructor_results_1.points is not NULL limit 24) UNION (select min( races_1.date), races_1.round , provsql.sr_why(provsql.provenance(), 'provmap') from races as races_1 where races_1.year is not NULL limit 15);",NO,"ERREUR:  la colonne « races_1.round » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 18 : races_1.round            ^"
188,"-- meta {""num_joins"":3,""num_aggregates"":2,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select qualifying_1.constructorid, sum( results_1.resultid), max( results_1.fastestlap) , provsql.sr_why(provsql.provenance(), 'provmap') from results as results_1 inner join qualifying as qualifying_1 on (results_1.resultid = qualifying_1.qualifyid ) where results_1.resultid is not NULL group by qualifying_1.constructorid limit 33) EXCEPT (select results_2.statusid, avg( qualifying_2.qualifyid), avg( circuits_1.alt) , provsql.sr_why(provsql.provenance(), 'provmap') from qualifying as qualifying_2 inner join circuits as circuits_1 on (qualifying_2.qualifyid = circuits_1.circuitid ) inner join results as results_2 on (qualifying_2.qualifyid = results_2.resultid ) where qualifying_2.number = results_2.positionorder limit 19);",NO,"ERREUR:  la colonne « results_2.statusid » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 16 : results_2.statusid,            ^"
189,"-- meta {""num_joins"":1,""num_aggregates"":6,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select constructor_results_1.constructorid, constructor_results_1.date, avg( constructor_results_1.points), constructor_results_1.raceid, min( constructor_results_1.date), avg( constructor_results_1.points) , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_results as constructor_results_1 where constructor_results_1.date > constructor_results_1.date group by constructor_results_1.constructorid, constructor_results_1.date, constructor_results_1.raceid limit 12) EXCEPT (select max( constructor_standings_1.position), constructor_standings_1.date, min( constructor_standings_1.points), constructor_standings_1.position, max( constructor_standings_1.date), avg( constructor_standings_1.points) , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_standings as constructor_standings_1 inner join constructors as constructors_1 on (constructor_standings_1.constructorstandingsid = constructors_1.constructorid ) where constructor_standings_1.points > constructor_standings_1.points group by constructor_standings_1.constructorstandingsid, constructor_standings_1.points, constructor_standings_1.wins, constructors_1.constructorid, constructors_1.nationality limit 33);",YES,""
190,"-- meta {""num_joins"":1,""num_aggregates"":2,""has_union"":false,""has_intersect"":false,""has_negation"":false} select races_1.name, races_1.time, races_1.date, results_1.driverid, races_1.raceid, results_1.raceid, results_1.resultid, races_1.round, results_1.laps, races_1.year, races_1.circuitid, results_1.date, results_1.number, min( races_1.year), max( results_1.date), results_1.fastestlap, results_1.rank , provsql.sr_why(provsql.provenance(), 'provmap') from results as results_1 inner join races as races_1 on (results_1.resultid = races_1.raceid ) where races_1.date > results_1.date group by races_1.circuitid, races_1.date, races_1.name, races_1.raceid, races_1.round, races_1.time, races_1.year, results_1.date, results_1.driverid, results_1.fastestlap, results_1.laps, results_1.number, results_1.raceid, results_1.rank, results_1.resultid limit 34;",YES,""
191,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":true,""has_negation"":false} (select circuits_1.country, circuits_1.name, circuits_1.lng, qualifying_1.driverid, circuits_1.location, qualifying_1.date, circuits_1.circuitref, qualifying_1.qualifyid , provsql.sr_why(provsql.provenance(), 'provmap') from circuits as circuits_1 inner join qualifying as qualifying_1 on (circuits_1.circuitid = qualifying_1.qualifyid ) where qualifying_1.constructorid is not NULL limit 21) INTERSECT (select count( standings_1.driverid), sum( standings_1.driverid), standings_1.points, avg( standings_1.points), max( standings_1.date), standings_1.date, max( standings_1.date), standings_1.driverstandingsid , provsql.sr_why(provsql.provenance(), 'provmap') from standings as standings_1 where standings_1.points is not NULL limit 12);",NO,"ERREUR:  la colonne « standings_1.points » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 22 : standings_1.points,            ^"
192,"-- meta {""num_joins"":3,""num_aggregates"":2,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select constructor_standings_1.constructorid , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_standings as constructor_standings_1 where constructor_standings_1.date is not NULL limit 26) EXCEPT (select qualifying_2.constructorid , provsql.sr_why(provsql.provenance(), 'provmap') from qualifying as qualifying_1 inner join drivers as drivers_1 inner join constructor_standings as constructor_standings_2 on (drivers_1.driverid = constructor_standings_2.constructorstandingsid ) on (qualifying_1.qualifyid = constructor_standings_2.constructorstandingsid ) inner join qualifying as qualifying_2 on (qualifying_1.qualifyid = qualifying_2.qualifyid ) where qualifying_2.number is not NULL group by constructor_standings_2.raceid, constructor_standings_2.wins, drivers_1.code, drivers_1.driverref, qualifying_1.raceid, qualifying_2.driverid limit 27);",NO,"ERREUR:  la colonne « qualifying_2.constructorid » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 9 : qualifying_2.constructorid           ^"
193,"-- meta {""num_joins"":0,""num_aggregates"":2,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select qualifying_1.qualifyid, max( qualifying_1.number), qualifying_1.date, qualifying_1.number, qualifying_1.position , provsql.sr_why(provsql.provenance(), 'provmap') from qualifying as qualifying_1 where qualifying_1.number is not NULL group by qualifying_1.date, qualifying_1.number, qualifying_1.position, qualifying_1.qualifyid limit 6) UNION (select min( constructors_1.constructorid), max( constructors_1.constructorid), avg( constructors_1.constructorid), constructors_1.constructorid, constructors_1.constructorid , provsql.sr_why(provsql.provenance(), 'provmap') from constructors as constructors_1 where constructors_1.constructorid is not NULL group by constructors_1.constructorref, constructors_1.name, constructors_1.nationality limit 6);",NO,"ERREUR:  la colonne « constructors_1.constructorid » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 21 : constructors_1.constructorid,            ^"
194,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select constructor_standings_1.raceid , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_standings as constructor_standings_1 inner join constructor_results as constructor_results_1 on (constructor_standings_1.constructorstandingsid = constructor_results_1.constructorresultsid ) where constructor_standings_1.wins is not NULL limit 6) UNION (select circuits_1.circuitid , provsql.sr_why(provsql.provenance(), 'provmap') from circuits as circuits_1 where circuits_1.circuitref is not NULL limit 29);",YES,""
195,"-- meta {""num_joins"":0,""num_aggregates"":1,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select races_1.name, races_1.circuitid, races_1.round , provsql.sr_why(provsql.provenance(), 'provmap') from races as races_1 where races_1.year is not NULL limit 9) EXCEPT (select races_2.name, max( races_2.date), races_2.circuitid , provsql.sr_why(provsql.provenance(), 'provmap') from races as races_2 where races_2.time is not NULL group by races_2.circuitid, races_2.date, races_2.name, races_2.raceid limit 7);",NO,"ERREUR:  les EXCEPT types bigint et timestamp without time zone ne peuvent pas correspondre LIGNE 12 : max(            ^"
196,"-- meta {""num_joins"":5,""num_aggregates"":1,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select circuits_1.country , provsql.sr_why(provsql.provenance(), 'provmap') from circuits as circuits_1 inner join results as results_1 on (circuits_1.circuitid = results_1.resultid ) where results_1.rank is not NULL limit 8) EXCEPT (select constructors_1.name , provsql.sr_why(provsql.provenance(), 'provmap') from constructors as constructors_1 inner join circuits as circuits_2 on (constructors_1.constructorid = circuits_2.circuitid ) inner join qualifying as qualifying_1 inner join results as results_2 on (qualifying_1.qualifyid = results_2.resultid ) inner join results as results_3 on (qualifying_1.qualifyid = results_3.resultid ) on (circuits_2.circuitid = results_2.resultid ) where results_3.constructorid is not NULL group by circuits_2.name, results_2.milliseconds limit 16);",NO,"ERREUR:  la colonne « constructors_1.name » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 11 : constructors_1.name            ^"
197,"-- meta {""num_joins"":3,""num_aggregates"":1,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select min( qualifying_1.constructorid), qualifying_1.raceid, qualifying_1.constructorid, qualifying_1.qualifyid, qualifying_1.position , provsql.sr_why(provsql.provenance(), 'provmap') from qualifying as qualifying_1 where qualifying_1.number is not NULL group by qualifying_1.constructorid, qualifying_1.position, qualifying_1.qualifyid, qualifying_1.raceid limit 12) UNION (select count( results_1.milliseconds), results_1.statusid, results_1.grid, results_1.raceid, min( drivers_1.dob) , provsql.sr_why(provsql.provenance(), 'provmap') from drivers as drivers_1 inner join standings as standings_1 inner join constructors as constructors_1 on (standings_1.driverstandingsid = constructors_1.constructorid ) inner join results as results_1 on (standings_1.driverstandingsid = results_1.resultid ) on (drivers_1.driverid = results_1.resultid ) where results_1.resultid > results_1.driverid limit 29);",NO,"ERREUR:  la colonne « results_1.statusid » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 17 : results_1.statusid,            ^"
198,"-- meta {""num_joins"":1,""num_aggregates"":2,""has_union"":false,""has_intersect"":true,""has_negation"":false} (select circuits_1.circuitref, circuits_1.circuitid , provsql.sr_why(provsql.provenance(), 'provmap') from circuits as circuits_1 inner join circuits as circuits_2 on (circuits_1.circuitid = circuits_2.circuitid ) where circuits_1.circuitid <= circuits_2.circuitid limit 19) INTERSECT (select min( qualifying_1.raceid), qualifying_1.position , provsql.sr_why(provsql.provenance(), 'provmap') from qualifying as qualifying_1 where qualifying_1.qualifyid is not NULL group by qualifying_1.constructorid, qualifying_1.driverid, qualifying_1.number, qualifying_1.qualifyid limit 38);",NO,"ERREUR:  les INTERSECT types text et bigint ne peuvent pas correspondre LIGNE 12 : min(            ^"
199,"-- meta {""num_joins"":1,""num_aggregates"":1,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select races_1.round, avg( races_1.round), races_1.name, races_1.raceid , provsql.sr_why(provsql.provenance(), 'provmap') from races as races_1 where races_1.round is not NULL group by races_1.name, races_1.raceid, races_1.round limit 21) EXCEPT (select results_1.raceid, avg( results_1.grid), circuits_1.location, results_1.resultid , provsql.sr_why(provsql.provenance(), 'provmap') from results as results_1 inner join circuits as circuits_1 on (results_1.resultid = circuits_1.circuitid ) where circuits_1.circuitref is not NULL limit 30);",NO,"ERREUR:  la colonne « results_1.raceid » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 14 : results_1.raceid,            ^"
