id,query,success,error
258,"-- meta {""num_joins"":2,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select votes_1.id from votes as votes_1 where votes_1.votetypeid is not NULL limit 21) UNION (select distinct votes_2.id from postlinks as postlinks_1 inner join votes as votes_2 on (postlinks_1.id = votes_2.id ) inner join badges as badges_1 on (votes_2.id = badges_1.id ) where badges_1.userid is not NULL limit 6);",YES,""
259,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select badges_1.tagbased, badges_1.date, badges_1.id, badges_1.class from badges as badges_1 where badges_1.userid is not NULL limit 4) EXCEPT (select badges_2.tagbased, badges_2.date, badges_2.userid, badges_2.id from badges as badges_2 where badges_2.date = badges_2.date limit 9);",YES,""
260,"-- meta {""num_joins"":6,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select votes_1.postid, votes_2.votetypeid from posts as posts_1 inner join votes as votes_1 inner join comments as comments_1 on (votes_1.id = comments_1.id ) on (posts_1.id = votes_1.id ) inner join votes as votes_2 inner join posts as posts_2 inner join postlinks as postlinks_1 on (posts_2.id = postlinks_1.id ) inner join badges as badges_1 on (posts_2.id = badges_1.id ) on (votes_2.id = posts_2.id ) on (comments_1.id = badges_1.id ) where comments_1.userid is not NULL limit 38;",YES,""
261,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select votes_1.id, votes_1.userid, votes_2.creationdate from votes as votes_1 inner join votes as votes_2 on (votes_1.id = votes_2.id ) where votes_2.votetypeid is not NULL limit 1;",YES,""
262,"-- meta {""num_joins"":2,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select comments_1.id from comments as comments_1 where comments_1.userid is not NULL limit 41) UNION (select postlinks_1.id from postlinks as postlinks_1 inner join votes as votes_1 inner join postlinks as postlinks_2 on (votes_1.id = postlinks_2.id ) on (postlinks_1.id = votes_1.id ) where postlinks_2.linktypeid is not NULL limit 6);",YES,""
263,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select posts_1.posttypeid, posts_1.owneruserid, posts_1.tags from posts as posts_1 where posts_1.posttypeid > posts_1.owneruserid limit 15) UNION (select users_1.accountid, posts_2.acceptedanswerid, users_1.displayname from posts as posts_2 inner join users as users_1 on (posts_2.id = users_1.id ) where users_1.creationdate <= posts_2.creationdate limit 33);",YES,""
264,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select postlinks_1.postid, postlinks_1.creationdate from postlinks as postlinks_1 where postlinks_1.id is not NULL limit 5) EXCEPT (select postlinks_2.postid, postlinks_2.creationdate from postlinks as postlinks_2 where postlinks_2.linktypeid is not NULL limit 41);",YES,""
265,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select users_1.location, users_1.displayname, users_1.profileimageurl, users_1.aboutme from users as users_1 where users_1.profileimageurl is not NULL limit 6) UNION (select posts_1.tags, posts_1.title, posts_1.parentid, posts_1.body from posts as posts_1 where posts_1.ownerdisplayname = posts_1.contentlicense limit 2);",YES,""
266,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select badges_1.tagbased, badges_1.date, badges_1.name, badges_1.id from badges as badges_1 where badges_1.class is not NULL limit 14) EXCEPT (select badges_2.tagbased, badges_2.date, badges_2.name, postlinks_1.linktypeid from badges as badges_2 inner join postlinks as postlinks_1 on (badges_2.id = postlinks_1.id ) where postlinks_1.postid is not NULL limit 26);",YES,""
267,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select users_1.displayname, users_1.creationdate from users as users_1 where users_1.accountid > users_1.profileimageurl limit 41) UNION (select posts_1.title, posts_1.creationdate from posts as posts_1 where posts_1.owneruserid is not NULL limit 11);",YES,""
268,"-- meta {""num_joins"":2,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select comments_1.userdisplayname from posts as posts_1 inner join comments as comments_1 on (posts_1.id = comments_1.id ) inner join comments as comments_2 on (posts_1.id = comments_2.id ) where comments_1.contentlicense is not NULL limit 20) EXCEPT (select users_1.aboutme from users as users_1 where users_1.accountid is not NULL limit 28);",YES,""
269,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select posthistory_1.postid, posthistory_1.contentlicense, posthistory_1.userdisplayname, posthistory_1.posthistorytypeid from posthistory as posthistory_1 where posthistory_1.text is not NULL limit 14) EXCEPT (select badges_1.class, badges_1.name, badges_1.name, badges_1.id from badges as badges_1 where badges_1.class is not NULL limit 41);",YES,""
270,"-- meta {""num_joins"":4,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select posthistory_1.posthistorytypeid, posthistory_1.revisionguid, posthistory_1.comment, posthistory_1.userid, posthistory_1.userdisplayname, posthistory_1.creationdate from posthistory as posthistory_1 where posthistory_1.postid >= posthistory_1.userid limit 4) UNION (select users_2.accountid, posts_1.title, posts_1.ownerdisplayname, comments_1.userid, users_1.websiteurl, posts_1.creationdate from posts as posts_1 inner join users as users_1 on (posts_1.id = users_1.id ) inner join users as users_2 inner join badges as badges_1 on (users_2.id = badges_1.id ) inner join comments as comments_1 on (users_2.id = comments_1.id ) on (users_1.id = comments_1.id ) where badges_1.tagbased <= badges_1.tagbased limit 33);",YES,""
271,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select posts_1.posttypeid, posts_1.parentid, posts_1.creationdate from posts as posts_1 where posts_1.parentid >= posts_1.id limit 23;",YES,""
272,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select postlinks_1.creationdate, postlinks_1.linktypeid, postlinks_1.relatedpostid from postlinks as postlinks_1 where postlinks_1.creationdate = postlinks_1.creationdate limit 7;",YES,""
273,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select posts_1.title, posts_1.ownerdisplayname, posts_1.owneruserid, posts_1.tags from posts as posts_1 where posts_1.creationdate is not NULL limit 13;",YES,""
274,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select votes_1.votetypeid, posts_1.acceptedanswerid, posts_1.tags, votes_1.userid, posts_1.creationdate from votes as votes_1 inner join posts as posts_1 on (votes_1.id = posts_1.id ) where votes_1.votetypeid is not NULL limit 13) UNION (select users_1.id, users_1.profileimageurl, users_1.displayname, users_1.accountid, users_1.creationdate from users as users_1 where users_1.aboutme is not NULL limit 33);",YES,""
275,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select posts_1.parentid from posts as posts_1 where posts_1.posttypeid < posts_1.owneruserid limit 14;",YES,""
276,"-- meta {""num_joins"":2,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select posthistory_1.posthistorytypeid, badges_1.date from posthistory as posthistory_1 inner join badges as badges_1 on (posthistory_1.id = badges_1.id ) where badges_1.date is not NULL limit 10) UNION (select posthistory_2.posthistorytypeid, posthistory_2.creationdate from posthistory as posthistory_2 inner join users as users_1 on (posthistory_2.id = users_1.id ) where posthistory_2.postid is not NULL limit 9);",YES,""
277,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select comments_1.id, comments_1.postid from comments as comments_1 where comments_1.creationdate is not NULL limit 3) EXCEPT (select posthistory_1.userid, posthistory_1.id from posthistory as posthistory_1 where posthistory_1.userdisplayname < posthistory_1.revisionguid limit 20);",YES,""
278,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select votes_1.id, votes_1.userid, votes_1.creationdate, votes_1.postid from votes as votes_1 where votes_1.userid is not NULL limit 17) EXCEPT (select badges_1.class, badges_1.userid, badges_1.date, users_1.id from badges as badges_1 inner join users as users_1 on (badges_1.id = users_1.id ) where badges_1.userid <= users_1.id limit 10);",YES,""
279,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select postlinks_1.postid from postlinks as postlinks_1 where postlinks_1.postid is not NULL limit 17) UNION (select votes_1.id from votes as votes_1 inner join posthistory as posthistory_1 on (votes_1.id = posthistory_1.id ) where votes_1.creationdate is not NULL limit 34);",YES,""
280,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select posthistory_1.revisionguid, posthistory_1.userid, posthistory_1.comment, posthistory_1.userdisplayname, posthistory_1.posthistorytypeid, posthistory_1.creationdate, posthistory_1.contentlicense from posthistory as posthistory_1 where posthistory_1.text is not NULL limit 30) EXCEPT (select badges_1.name, badges_1.id, badges_1.name, badges_1.name, badges_1.class, badges_1.date, badges_1.name from badges as badges_1 where badges_1.tagbased is not NULL limit 2);",YES,""
281,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select postlinks_1.creationdate from postlinks as postlinks_1 where postlinks_1.id is not NULL limit 33) UNION (select posthistory_1.creationdate from posthistory as posthistory_1 where posthistory_1.text is not NULL limit 14);",YES,""
282,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select comments_1.id, comments_1.creationdate, comments_1.contentlicense, comments_1.postid, comments_1.userid, comments_1.userdisplayname from comments as comments_1 where comments_1.creationdate is not NULL limit 12) UNION (select badges_1.class, badges_1.date, badges_1.name, badges_1.id, badges_1.userid, badges_1.name from badges as badges_1 where badges_1.name is not NULL limit 35);",YES,""
283,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select comments_1.userid, comments_1.creationdate, comments_1.contentlicense, comments_1.id, comments_1.postid from comments as comments_1 where comments_1.postid > comments_1.userid limit 17;",YES,""
284,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select users_1.id, users_1.creationdate, users_1.websiteurl, users_1.location from users as users_1 where users_1.profileimageurl is not NULL limit 31) UNION (select badges_1.id, users_2.creationdate, badges_1.name, users_2.displayname from users as users_2 inner join badges as badges_1 on (users_2.id = badges_1.id ) where users_2.location is not NULL limit 7);",YES,""
285,"-- meta {""num_joins"":4,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select badges_1.userid, users_1.id, users_1.accountid, users_1.websiteurl, badges_1.tagbased, postlinks_1.relatedpostid, postlinks_1.id, postlinks_1.linktypeid from postlinks as postlinks_1 inner join badges as badges_1 inner join users as users_1 on (badges_1.id = users_1.id ) on (postlinks_1.id = users_1.id ) where badges_1.userid is not NULL limit 32) UNION (select users_3.accountid, users_2.profileimageurl, badges_2.id, users_3.displayname, badges_2.tagbased, badges_2.class, users_3.profileimageurl, users_2.accountid from users as users_2 inner join users as users_3 inner join badges as badges_2 on (users_3.id = badges_2.id ) on (users_2.id = badges_2.id ) where badges_2.name = users_3.location limit 14);",YES,""
286,"-- meta {""num_joins"":2,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select votes_1.creationdate, votes_1.votetypeid, votes_1.id, votes_1.postid, votes_1.userid from votes as votes_1 where votes_1.postid = votes_1.userid limit 26) EXCEPT (select badges_1.date, badges_1.userid, badges_1.id, users_1.accountid, postlinks_1.linktypeid from users as users_1 inner join postlinks as postlinks_1 on (users_1.id = postlinks_1.id ) inner join badges as badges_1 on (users_1.id = badges_1.id ) where badges_1.id is not NULL limit 34);",YES,""
287,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select posthistory_1.posthistorytypeid, posthistory_1.creationdate, posthistory_1.comment from posthistory as posthistory_1 where posthistory_1.userdisplayname is not NULL limit 17) UNION (select users_1.profileimageurl, users_1.creationdate, users_1.location from users as users_1 inner join votes as votes_1 on (users_1.id = votes_1.id ) where votes_1.postid is not NULL limit 38);",YES,""
288,"-- meta {""num_joins"":4,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select posts_1.contentlicense, posts_1.acceptedanswerid, posts_1.id, posts_1.body, posts_1.creationdate, posts_1.title, posts_1.owneruserid from posts as posts_1 where posts_1.title is not NULL limit 5) EXCEPT (select users_1.location, postlinks_1.postid, postlinks_1.relatedpostid, users_1.websiteurl, postlinks_2.creationdate, badges_1.name, badges_1.class from postlinks as postlinks_1 inner join badges as badges_1 inner join postlinks as postlinks_2 inner join postlinks as postlinks_3 inner join users as users_1 on (postlinks_3.id = users_1.id ) on (postlinks_2.id = users_1.id ) on (badges_1.id = postlinks_2.id ) on (postlinks_1.id = users_1.id ) where postlinks_3.id is not NULL limit 34);",YES,""
289,"-- meta {""num_joins"":2,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select users_1.creationdate, users_1.accountid from users as users_1 inner join comments as comments_1 on (users_1.id = comments_1.id ) inner join posts as posts_1 on (comments_1.id = posts_1.id ) where comments_1.text is not NULL limit 34) UNION (select postlinks_1.creationdate, postlinks_1.linktypeid from postlinks as postlinks_1 where postlinks_1.relatedpostid is not NULL limit 23);",YES,""
290,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select posthistory_1.posthistorytypeid, posthistory_1.userid, posthistory_1.comment from posthistory as posthistory_1 where posthistory_1.creationdate is not NULL limit 6) UNION (select users_1.id, users_1.accountid, users_1.websiteurl from users as users_1 where users_1.creationdate > users_1.creationdate limit 20);",YES,""
291,"-- meta {""num_joins"":7,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select votes_3.userid, badges_1.date, votes_1.id, votes_3.postid, votes_1.userid, users_1.aboutme from users as users_1 inner join votes as votes_1 inner join votes as votes_2 on (votes_1.id = votes_2.id ) inner join badges as badges_1 inner join votes as votes_3 on (badges_1.id = votes_3.id ) on (votes_1.id = votes_3.id ) on (users_1.id = badges_1.id ) where votes_2.id = badges_1.userid limit 20) UNION (select posts_1.owneruserid, posts_2.creationdate, postlinks_1.postid, postlinks_1.linktypeid, votes_4.userid, posts_1.tags from posts as posts_1 inner join votes as votes_4 inner join postlinks as postlinks_1 on (votes_4.id = postlinks_1.id ) inner join posts as posts_2 on (votes_4.id = posts_2.id ) on (posts_1.id = votes_4.id ) where posts_2.ownerdisplayname is not NULL limit 37);",YES,""
292,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select posts_1.title, posthistory_1.userid, posts_1.contentlicense, posts_1.tags from posts as posts_1 inner join posthistory as posthistory_1 on (posts_1.id = posthistory_1.id ) where posts_1.contentlicense is not NULL limit 26) UNION (select posthistory_2.comment, posthistory_2.posthistorytypeid, posthistory_2.text, posthistory_2.userdisplayname from posthistory as posthistory_2 where posthistory_2.id is not NULL limit 39);",YES,""
293,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select posthistory_1.userid, posthistory_1.postid, posthistory_1.revisionguid, posthistory_1.id, posthistory_1.creationdate, posthistory_1.userdisplayname from posthistory as posthistory_1 where posthistory_1.creationdate <= posthistory_1.creationdate limit 11) UNION (select users_1.accountid, users_1.id, users_1.websiteurl, users_1.profileimageurl, users_1.creationdate, users_1.aboutme from badges as badges_1 inner join users as users_1 on (badges_1.id = users_1.id ) where users_1.websiteurl is not NULL limit 24);",YES,""
294,"-- meta {""num_joins"":2,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select comments_1.postid, comments_1.creationdate, posthistory_1.id from comments as comments_1 inner join comments as comments_2 inner join posthistory as posthistory_1 on (comments_2.id = posthistory_1.id ) on (comments_1.id = comments_2.id ) where posthistory_1.userid is not NULL limit 6) UNION (select postlinks_1.relatedpostid, postlinks_1.creationdate, postlinks_1.linktypeid from postlinks as postlinks_1 where postlinks_1.linktypeid >= postlinks_1.relatedpostid limit 26);",YES,""
295,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select votes_1.id, votes_1.creationdate from badges as badges_1 inner join votes as votes_1 on (badges_1.id = votes_1.id ) where votes_1.votetypeid <= badges_1.id limit 3) UNION (select postlinks_1.postid, postlinks_1.creationdate from postlinks as postlinks_1 where postlinks_1.linktypeid is not NULL limit 12);",YES,""
296,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select votes_1.id, votes_1.postid, votes_1.votetypeid from votes as votes_1 where votes_1.postid is not NULL limit 18) EXCEPT (select posthistory_1.posthistorytypeid, comments_1.userid, comments_1.postid from comments as comments_1 inner join posthistory as posthistory_1 on (comments_1.id = posthistory_1.id ) where posthistory_1.id is not NULL limit 27);",YES,""
297,"-- meta {""num_joins"":2,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select posthistory_1.posthistorytypeid, posthistory_1.creationdate, posthistory_1.userdisplayname from posthistory as posthistory_1 where posthistory_1.revisionguid is not NULL limit 15) EXCEPT (select users_1.accountid, posthistory_3.creationdate, posthistory_2.userdisplayname from users as users_1 inner join posthistory as posthistory_2 on (users_1.id = posthistory_2.id ) inner join posthistory as posthistory_3 on (posthistory_2.id = posthistory_3.id ) where posthistory_2.posthistorytypeid is not NULL limit 17);",NO,"ERREUR:  l'attribut 1 de type record a un mauvais type DÉTAIL : La table a le type bigint alors que la requête attend double precision."
298,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select postlinks_1.id, postlinks_1.creationdate, postlinks_1.linktypeid, postlinks_1.relatedpostid from postlinks as postlinks_1 where postlinks_1.creationdate is not NULL limit 39) UNION (select badges_1.id, badges_1.date, badges_1.class, badges_1.userid from badges as badges_1 where badges_1.date is not NULL limit 35);",YES,""
299,"-- meta {""num_joins"":4,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select users_1.creationdate, comments_1.userid, postlinks_1.id, users_1.profileimageurl from postlinks as postlinks_1 inner join posthistory as posthistory_1 inner join comments as comments_1 on (posthistory_1.id = comments_1.id ) on (postlinks_1.id = posthistory_1.id ) inner join users as users_1 on (postlinks_1.id = users_1.id ) where comments_1.creationdate is not NULL limit 29) UNION (select posts_1.creationdate, posts_1.owneruserid, votes_1.postid, votes_1.id from votes as votes_1 inner join posts as posts_1 on (votes_1.id = posts_1.id ) where posts_1.id is not NULL limit 25);",YES,""
300,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select postlinks_1.postid, postlinks_1.linktypeid, postlinks_1.relatedpostid from postlinks as postlinks_1 where postlinks_1.creationdate is not NULL limit 3) EXCEPT (select posts_1.id, posts_1.owneruserid, posts_1.posttypeid from posts as posts_1 where posts_1.parentid is not NULL limit 24);",YES,""
301,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select posthistory_1.userid, posthistory_1.userdisplayname, posthistory_1.revisionguid, posthistory_1.contentlicense, posthistory_1.creationdate, posthistory_1.id, posthistory_1.postid, posthistory_1.posthistorytypeid from posthistory as posthistory_1 where posthistory_1.id is not NULL limit 12) EXCEPT (select comments_1.postid, comments_1.userdisplayname, comments_1.text, comments_1.contentlicense, comments_1.creationdate, comments_1.id, comments_1.userid, comments_1.postid from comments as comments_1 where comments_1.userid <= comments_1.id limit 19);",YES,""
302,"-- meta {""num_joins"":3,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select users_1.accountid from users as users_1 where users_1.creationdate = users_1.creationdate limit 1) EXCEPT (select posts_1.owneruserid from badges as badges_1 inner join badges as badges_2 inner join posts as posts_1 on (badges_2.id = posts_1.id ) inner join votes as votes_1 on (posts_1.id = votes_1.id ) on (badges_1.id = votes_1.id ) where votes_1.userid is not NULL limit 33);",NO,"ERREUR:  l'attribut 1 de type record a un mauvais type DÉTAIL : La table a le type bigint alors que la requête attend double precision."
303,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select postlinks_1.postid, postlinks_1.linktypeid from postlinks as postlinks_1 where postlinks_1.id is not NULL limit 12;",YES,""
304,"-- meta {""num_joins"":2,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select posthistory_1.contentlicense, users_1.creationdate, badges_1.name, users_1.profileimageurl, posthistory_1.creationdate, badges_1.id, posthistory_1.userdisplayname, posthistory_1.id, badges_1.class, users_1.accountid, users_1.location from badges as badges_1 inner join posthistory as posthistory_1 inner join users as users_1 on (posthistory_1.id = users_1.id ) on (badges_1.id = posthistory_1.id ) where badges_1.class is not NULL limit 14) UNION (select posts_1.contentlicense, posts_1.creationdate, posts_1.body, posts_1.owneruserid, posts_1.creationdate, posts_1.posttypeid, posts_1.title, posts_1.parentid, posts_1.id, posts_1.acceptedanswerid, posts_1.ownerdisplayname from posts as posts_1 where posts_1.id < posts_1.owneruserid limit 41);",YES,""
305,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select postlinks_1.creationdate, postlinks_1.relatedpostid from postlinks as postlinks_1 where postlinks_1.postid < postlinks_1.linktypeid limit 3) UNION (select posts_1.creationdate, posts_1.posttypeid from posts as posts_1 where posts_1.parentid is not NULL limit 24);",YES,""
306,"-- meta {""num_joins"":3,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select comments_1.postid, postlinks_1.creationdate, users_1.websiteurl, postlinks_1.postid, users_1.aboutme from users as users_1 inner join comments as comments_1 inner join postlinks as postlinks_1 on (comments_1.id = postlinks_1.id ) on (users_1.id = postlinks_1.id ) where postlinks_1.linktypeid is not NULL limit 18) UNION (select votes_1.id, badges_1.date, badges_1.name, votes_1.userid, badges_1.name from votes as votes_1 inner join badges as badges_1 on (votes_1.id = badges_1.id ) where votes_1.postid is not NULL limit 3);",YES,""
307,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select posthistory_1.creationdate, posthistory_1.posthistorytypeid, posthistory_1.userdisplayname, posthistory_1.contentlicense from posthistory as posthistory_1 where posthistory_1.posthistorytypeid is not NULL limit 32;",YES,""
308,"-- meta {""num_joins"":4,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select comments_1.contentlicense, comments_1.text, comments_1.postid from comments as comments_1 where comments_1.contentlicense > comments_1.text limit 11) EXCEPT (select comments_3.text, posthistory_1.contentlicense, postlinks_1.linktypeid from votes as votes_1 inner join comments as comments_2 on (votes_1.id = comments_2.id ) inner join postlinks as postlinks_1 inner join posthistory as posthistory_1 on (postlinks_1.id = posthistory_1.id ) inner join comments as comments_3 on (posthistory_1.id = comments_3.id ) on (votes_1.id = comments_3.id ) where comments_2.userid is not NULL limit 32);",YES,""
309,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select postlinks_1.id, postlinks_1.linktypeid from postlinks as postlinks_1 inner join posts as posts_1 on (postlinks_1.id = posts_1.id ) where postlinks_1.id is not NULL limit 21) EXCEPT (select comments_1.id, comments_1.userid from comments as comments_1 where comments_1.postid is not NULL limit 29);",YES,""
310,"-- meta {""num_joins"":3,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select posthistory_1.text, posthistory_1.userdisplayname from posthistory as posthistory_1 where posthistory_1.text is not NULL limit 2) EXCEPT (select posts_1.ownerdisplayname, comments_1.text from comments as comments_1 inner join posts as posts_1 inner join votes as votes_1 on (posts_1.id = votes_1.id ) on (comments_1.id = posts_1.id ) inner join posts as posts_2 on (comments_1.id = posts_2.id ) where posts_1.id is not NULL limit 38);",YES,""
311,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select users_1.websiteurl, users_1.aboutme, users_1.id, users_1.location from users as users_1 where users_1.creationdate is not NULL limit 16) EXCEPT (select badges_1.name, badges_1.name, badges_1.userid, badges_1.name from badges as badges_1 where badges_1.date is not NULL limit 9);",YES,""
312,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select users_1.profileimageurl from users as users_1 where users_1.displayname is not NULL limit 34) UNION (select comments_1.id from comments as comments_1 where comments_1.contentlicense is not NULL limit 1);",YES,""
313,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select posthistory_1.revisionguid, posthistory_1.text from posthistory as posthistory_1 where posthistory_1.userdisplayname is not NULL limit 40) EXCEPT (select posts_1.title, posts_1.body from posts as posts_1 inner join votes as votes_1 on (posts_1.id = votes_1.id ) where posts_1.ownerdisplayname is not NULL limit 13);",YES,""
314,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select users_1.id, users_1.websiteurl, users_1.accountid from users as users_1 where users_1.creationdate is not NULL limit 11;",YES,""
315,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select comments_1.creationdate, comments_1.id, comments_1.text, comments_1.userid, comments_1.contentlicense from comments as comments_1 where comments_1.id <= comments_1.userid limit 32;",YES,""
316,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select votes_1.id, votes_1.creationdate from votes as votes_1 where votes_1.postid is not NULL limit 31) UNION (select posthistory_1.posthistorytypeid, posthistory_1.creationdate from posthistory as posthistory_1 where posthistory_1.revisionguid is not NULL limit 23);",YES,""
317,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select votes_1.votetypeid, votes_1.creationdate, votes_1.id, votes_1.postid, votes_1.userid from votes as votes_1 where votes_1.votetypeid is not NULL limit 7) UNION (select votes_2.userid, votes_2.creationdate, votes_2.votetypeid, votes_2.id, votes_2.postid from votes as votes_2 where votes_2.votetypeid >= votes_2.userid limit 13);",YES,""
318,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select comments_1.contentlicense, comments_1.id, comments_1.postid, comments_1.userdisplayname, comments_1.userid, comments_1.text from comments as comments_1 where comments_1.creationdate is not NULL limit 38;",YES,""
319,"-- meta {""num_joins"":3,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select posthistory_1.revisionguid, posthistory_1.creationdate, posthistory_1.posthistorytypeid, posthistory_1.comment, posthistory_1.userid, posthistory_1.postid, posthistory_1.text, posthistory_1.id, posthistory_1.contentlicense, posthistory_1.userdisplayname from posthistory as posthistory_1 where posthistory_1.posthistorytypeid is not NULL limit 8) UNION (select posts_3.tags, postlinks_1.creationdate, posts_1.owneruserid, posts_1.contentlicense, posts_3.owneruserid, posts_3.acceptedanswerid, posts_2.tags, posts_3.parentid, posts_3.title, posts_1.tags from posts as posts_1 inner join postlinks as postlinks_1 inner join posts as posts_2 on (postlinks_1.id = posts_2.id ) inner join posts as posts_3 on (postlinks_1.id = posts_3.id ) on (posts_1.id = posts_2.id ) where posts_2.creationdate is not NULL limit 11);",YES,""
